Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score,Segment
13924,2,6,1804.95,5,4,4,544,13,Best Customers
13925,93,4,593.5,3,3,2,332,8,Regular
13926,24,1,183.9,4,1,1,411,6,Regular
13927,75,2,708.26,3,2,3,323,8,Regular
13928,11,4,464.57,5,3,2,532,10,Loyal/Valuable
13929,170,11,3494.1,3,5,5,355,13,Best Customers
13930,58,2,337.34,4,2,2,422,8,Regular
13931,96,11,5240.43,3,5,5,355,13,Best Customers
13932,295,1,307.4,2,1,2,212,5,At Risk / Lost
13933,110,2,608.79,3,2,3,323,8,Regular
13934,264,1,922.1,2,1,3,213,6,Regular
13935,597,3,6116.92,1,3,5,135,9,Loyal/Valuable
13936,180,3,914.71,3,3,3,333,9,Loyal/Valuable
13937,170,2,880.13,3,2,3,323,8,Regular
13938,36,1,71.66,4,1,1,411,6,Regular
13939,24,7,1560.96,4,4,4,444,12,Best Customers
13940,18,4,839.14,5,3,3,533,11,Loyal/Valuable
13941,22,15,10939.35,4,5,5,455,14,Best Customers
13942,535,1,320.0,1,1,2,112,4,At Risk / Lost
13943,578,1,246.54,1,1,1,111,3,At Risk / Lost
13944,654,1,200.43,1,1,1,111,3,At Risk / Lost
13945,395,2,854.15,2,2,3,223,7,Regular
13946,80,6,1876.23,3,4,4,344,11,Loyal/Valuable
13947,66,1,90.6,3,1,1,311,5,At Risk / Lost
13948,361,4,548.76,2,3,2,232,7,Regular
13949,3,6,2427.32,5,4,4,544,13,Best Customers
13950,12,4,628.36,5,3,3,533,11,Loyal/Valuable
13951,177,3,674.45,3,3,3,333,9,Loyal/Valuable
13952,218,14,12789.62,2,5,5,255,12,Best Customers
13953,8,12,6640.68,5,5,5,555,15,Best Customers
13954,2,2,340.22,5,2,2,522,9,Loyal/Valuable
13955,155,3,545.17,3,3,2,332,8,Regular
13956,6,5,996.47,5,4,3,543,12,Best Customers
13957,418,3,458.25,1,3,2,132,6,Regular
13958,380,8,4658.38,2,4,5,245,11,Loyal/Valuable
13959,80,6,1076.18,3,4,3,343,10,Loyal/Valuable
13960,22,2,230.22,4,2,1,421,7,Regular
13961,393,1,538.4,2,1,2,212,5,At Risk / Lost
13962,22,3,340.85,4,3,2,432,9,Loyal/Valuable
13963,309,17,2913.12,2,5,4,254,11,Loyal/Valuable
13964,388,2,438.9,2,2,2,222,6,Regular
13965,477,3,996.61,1,3,3,133,7,Regular
13966,436,1,390.86,1,1,2,112,4,At Risk / Lost
13967,146,2,166.3,3,2,1,321,6,Regular
13968,424,1,123.66,1,1,1,111,3,At Risk / Lost
13969,8,35,12991.02,5,5,5,555,15,Best Customers
13970,387,2,846.55,2,2,3,223,7,Regular
13971,19,14,4651.62,5,5,5,555,15,Best Customers
13972,71,2,190.25,3,2,1,321,6,Regular
13973,288,1,264.7,2,1,1,211,4,At Risk / Lost
13974,50,2,677.72,4,2,3,423,9,Loyal/Valuable
13975,32,12,5358.84,4,5,5,455,14,Best Customers
13976,207,4,1192.36,2,3,3,233,8,Regular
13977,412,1,519.81,1,1,2,112,4,At Risk / Lost
13978,15,2,196.79,5,2,1,521,8,Regular
13979,74,7,3379.33,3,4,5,345,12,Best Customers
13980,61,5,782.97,3,4,3,343,10,Loyal/Valuable
13981,416,1,331.14,1,1,2,112,4,At Risk / Lost
13982,40,9,4445.59,4,5,5,455,14,Best Customers
13983,30,19,6238.45,4,5,5,455,14,Best Customers
13984,27,12,2048.6,4,5,4,454,13,Best Customers
13985,5,22,9955.06,5,5,5,555,15,Best Customers
13986,18,1,320.46,5,1,2,512,8,Regular
13987,380,2,682.54,2,2,3,223,7,Regular
13988,20,8,4660.9,5,4,5,545,14,Best Customers
13989,66,5,2026.06,3,4,4,344,11,Loyal/Valuable
13990,214,1,311.3,2,1,2,212,5,At Risk / Lost
13991,13,6,855.97,5,4,3,543,12,Best Customers
13992,31,3,219.5,4,3,1,431,8,Regular
13993,43,19,6587.01,4,5,5,455,14,Best Customers
13994,4,6,2313.14,5,4,4,544,13,Best Customers
13995,16,14,3868.11,5,5,5,555,15,Best Customers
13996,387,2,845.76,2,2,3,223,7,Regular
13997,520,3,366.36,1,3,2,132,6,Regular
13998,447,3,467.0,1,3,2,132,6,Regular
13999,11,29,9502.26,5,5,5,555,15,Best Customers
14000,212,5,2046.34,2,4,4,244,10,Loyal/Valuable
14001,46,9,4530.09,4,5,5,455,14,Best Customers
14002,135,2,512.78,3,2,2,322,7,Regular
14003,733,1,209.41,1,1,1,111,3,At Risk / Lost
14004,44,11,6258.45,4,5,5,455,14,Best Customers
14005,10,5,2874.72,5,4,4,544,13,Best Customers
14006,116,7,2180.72,3,4,4,344,11,Loyal/Valuable
14007,513,1,79.48,1,1,1,111,3,At Risk / Lost
14008,433,1,509.04,1,1,2,112,4,At Risk / Lost
14009,199,3,1099.91,2,3,3,233,8,Regular
14010,566,2,445.15,1,2,2,122,5,At Risk / Lost
14011,481,2,457.82,1,2,2,122,5,At Risk / Lost
14012,278,1,328.8,2,1,2,212,5,At Risk / Lost
14013,111,5,1084.57,3,4,3,343,10,Loyal/Valuable
14014,78,3,1914.31,3,3,4,334,10,Loyal/Valuable
14015,53,1,917.34,4,1,3,413,8,Regular
14016,162,11,11202.46,3,5,5,355,13,Best Customers
14017,572,1,229.75,1,1,1,111,3,At Risk / Lost
14018,646,1,367.15,1,1,2,112,4,At Risk / Lost
14019,47,3,1421.61,4,3,4,434,11,Loyal/Valuable
14020,17,4,1249.01,5,3,4,534,12,Best Customers
14021,156,7,1682.68,3,4,4,344,11,Loyal/Valuable
14022,226,2,792.15,2,2,3,223,7,Regular
14023,8,2,584.07,5,2,2,522,9,Loyal/Valuable
14024,122,3,645.74,3,3,3,333,9,Loyal/Valuable
14025,465,8,3898.0,1,4,5,145,10,Loyal/Valuable
14026,471,2,713.11,1,2,3,123,6,Regular
14027,61,1,104.82,3,1,1,311,5,At Risk / Lost
14028,551,3,10396.5,1,3,5,135,9,Loyal/Valuable
14029,64,2,467.66,3,2,2,322,7,Regular
14030,19,20,7129.94,5,5,5,555,15,Best Customers
14031,8,44,40999.17,5,5,5,555,15,Best Customers
14032,3,16,4850.27,5,5,5,555,15,Best Customers
14033,556,1,109.44,1,1,1,111,3,At Risk / Lost
14034,23,3,564.02,4,3,2,432,9,Loyal/Valuable
14035,29,9,2841.72,4,5,4,454,13,Best Customers
14036,285,1,626.65,2,1,3,213,6,Regular
14037,177,6,836.95,3,4,3,343,10,Loyal/Valuable
14038,79,5,3069.88,3,4,5,345,12,Best Customers
14039,34,2,267.28,4,2,1,421,7,Regular
14040,41,35,12625.62,4,5,5,455,14,Best Customers
14041,267,1,141.41,2,1,1,211,4,At Risk / Lost
14042,726,1,431.98,1,1,2,112,4,At Risk / Lost
14043,492,2,304.25,1,2,2,122,5,At Risk / Lost
14044,27,10,3031.25,4,5,5,455,14,Best Customers
14045,110,16,11313.03,3,5,5,355,13,Best Customers
14046,285,1,154.99,2,1,1,211,4,At Risk / Lost
14047,9,14,4255.03,5,5,5,555,15,Best Customers
14048,306,2,708.74,2,2,3,223,7,Regular
14049,17,13,12628.03,5,5,5,555,15,Best Customers
14050,32,2,746.36,4,2,3,423,9,Loyal/Valuable
14051,1,37,22419.0,5,5,5,555,15,Best Customers
14052,20,2,463.86,5,2,2,522,9,Loyal/Valuable
14053,125,4,572.3,3,3,2,332,8,Regular
14054,66,1,92.46,3,1,1,311,5,At Risk / Lost
14055,107,3,1520.96,3,3,4,334,10,Loyal/Valuable
14056,2,23,8214.65,5,5,5,555,15,Best Customers
14057,24,22,8408.84,4,5,5,455,14,Best Customers
14058,463,2,469.19,1,2,2,122,5,At Risk / Lost
14059,267,1,183.6,2,1,1,211,4,At Risk / Lost
14060,5,30,9519.08,5,5,5,555,15,Best Customers
14061,508,3,853.58,1,3,3,133,7,Regular
14062,10,24,25604.2,5,5,5,555,15,Best Customers
14063,687,7,8608.7,1,4,5,145,10,Loyal/Valuable
14064,30,15,3332.42,4,5,5,455,14,Best Customers
14065,390,3,891.02,2,3,3,233,8,Regular
14066,267,1,152.55,2,1,1,211,4,At Risk / Lost
14067,64,2,355.75,3,2,2,322,7,Regular
14068,321,4,1528.37,2,3,4,234,9,Loyal/Valuable
14069,515,2,213.11,1,2,1,121,4,At Risk / Lost
14070,685,1,296.6,1,1,2,112,4,At Risk / Lost
14071,4,8,1421.87,5,4,4,544,13,Best Customers
14072,667,1,390.85,1,1,2,112,4,At Risk / Lost
14073,33,1,151.04,4,1,1,411,6,Regular
14074,624,1,219.4,1,1,1,111,3,At Risk / Lost
14075,5,6,1694.92,5,4,4,544,13,Best Customers
14076,130,1,105.52,3,1,1,311,5,At Risk / Lost
14077,41,6,615.08,4,4,3,443,11,Loyal/Valuable
14078,102,9,1692.63,3,5,4,354,12,Best Customers
14079,125,1,343.2,3,1,2,312,6,Regular
14080,33,5,677.48,4,4,3,443,11,Loyal/Valuable
14081,303,10,5235.5,2,5,5,255,12,Best Customers
14082,365,2,413.36,2,2,2,222,6,Regular
14083,5,11,1373.36,5,5,4,554,14,Best Customers
14084,513,1,150.5,1,1,1,111,3,At Risk / Lost
14085,3,32,10040.12,5,5,5,555,15,Best Customers
14087,3,3,812.32,5,3,3,533,11,Loyal/Valuable
14088,11,16,62105.0,5,5,5,555,15,Best Customers
14089,57,1,161.0,4,1,1,411,6,Regular
14090,325,1,76.32,2,1,1,211,4,At Risk / Lost
14091,655,2,9530.08,1,2,5,125,8,Regular
14092,8,24,7229.45,5,5,5,555,15,Best Customers
14093,13,1,442.85,5,1,2,512,8,Regular
14094,440,1,335.22,1,1,2,112,4,At Risk / Lost
14095,723,1,2.95,1,1,1,111,3,At Risk / Lost
14096,5,17,47835.37,5,5,5,555,15,Best Customers
14097,482,2,422.86,1,2,2,122,5,At Risk / Lost
14098,37,1,147.35,4,1,1,411,6,Regular
14099,17,20,5748.76,5,5,5,555,15,Best Customers
14100,138,1,194.9,3,1,1,311,5,At Risk / Lost
14101,74,13,9961.93,3,5,5,355,13,Best Customers
14102,6,5,1360.28,5,4,4,544,13,Best Customers
14103,666,1,0.0,1,1,1,111,3,At Risk / Lost
14104,166,4,632.73,3,3,3,333,9,Loyal/Valuable
14105,240,5,5988.83,2,4,5,245,11,Loyal/Valuable
14106,738,1,214.8,1,1,1,111,3,At Risk / Lost
14107,52,11,4877.3,4,5,5,455,14,Best Customers
14108,31,4,1028.31,4,3,3,433,10,Loyal/Valuable
14109,73,1,144.2,3,1,1,311,5,At Risk / Lost
14110,4,33,12987.95,5,5,5,555,15,Best Customers
14111,15,4,677.85,5,3,3,533,11,Loyal/Valuable
14112,23,13,5834.59,4,5,5,455,14,Best Customers
14113,4,16,7092.61,5,5,5,555,15,Best Customers
14114,274,7,1262.39,2,4,4,244,10,Loyal/Valuable
14115,502,2,622.67,1,2,3,123,6,Regular
14116,20,5,1382.74,5,4,4,544,13,Best Customers
14117,144,1,90.0,3,1,1,311,5,At Risk / Lost
14118,429,1,458.45,1,1,2,112,4,At Risk / Lost
14119,376,2,183.37,2,2,1,221,5,At Risk / Lost
14121,4,4,2713.5,5,3,4,534,12,Best Customers
14122,407,3,362.42,2,3,2,232,7,Regular
14123,734,1,436.18,1,1,2,112,4,At Risk / Lost
14124,85,1,419.58,3,1,2,312,6,Regular
14125,11,3,2681.53,5,3,4,534,12,Best Customers
14126,8,4,1157.46,5,3,3,533,11,Loyal/Valuable
14127,123,6,1843.18,3,4,4,344,11,Loyal/Valuable
14128,61,3,924.21,3,3,3,333,9,Loyal/Valuable
14129,2,9,2591.34,5,5,4,554,14,Best Customers
14130,320,4,1862.72,2,3,4,234,9,Loyal/Valuable
14131,649,1,187.87,1,1,1,111,3,At Risk / Lost
14132,3,11,3586.03,5,5,5,555,15,Best Customers
14133,130,4,789.29,3,3,3,333,9,Loyal/Valuable
14134,383,15,10918.55,2,5,5,255,12,Best Customers
14135,2,24,9643.92,5,5,5,555,15,Best Customers
14136,401,5,1570.81,2,4,4,244,10,Loyal/Valuable
14137,696,1,332.7,1,1,2,112,4,At Risk / Lost
14138,2,2,982.38,5,2,3,523,10,Loyal/Valuable
14139,47,4,1086.8,4,3,3,433,10,Loyal/Valuable
14140,4,2,935.05,5,2,3,523,10,Loyal/Valuable
14141,3,4,915.13,5,3,3,533,11,Loyal/Valuable
14142,374,2,983.15,2,2,3,223,7,Regular
14143,134,1,115.8,3,1,1,311,5,At Risk / Lost
14144,487,1,30.6,1,1,1,111,3,At Risk / Lost
14145,47,7,7600.05,4,4,5,445,13,Best Customers
14146,9,12,9331.65,5,5,5,555,15,Best Customers
14147,79,9,2590.2,3,5,4,354,12,Best Customers
14148,234,2,466.29,2,2,2,222,6,Regular
14149,221,1,446.62,2,1,2,212,5,At Risk / Lost
14150,36,2,658.64,4,2,3,423,9,Loyal/Valuable
14151,674,2,679.45,1,2,3,123,6,Regular
14152,76,7,1997.34,3,4,4,344,11,Loyal/Valuable
14153,484,1,233.4,1,1,1,111,3,At Risk / Lost
14154,240,8,6204.85,2,4,5,245,11,Loyal/Valuable
14155,267,1,118.75,2,1,1,211,4,At Risk / Lost
14156,10,142,296935.54,5,5,5,555,15,Best Customers
14157,20,5,1002.78,5,4,3,543,12,Best Customers
14158,41,1,507.66,4,1,2,412,7,Regular
14159,20,20,7901.11,5,5,5,555,15,Best Customers
14160,611,7,8421.47,1,4,5,145,10,Loyal/Valuable
14161,216,7,3318.88,2,4,5,245,11,Loyal/Valuable
14162,174,2,289.36,3,2,2,322,7,Regular
14163,88,5,2462.82,3,4,4,344,11,Loyal/Valuable
14164,71,2,1631.77,3,2,4,324,9,Loyal/Valuable
14165,276,1,122.54,2,1,1,211,4,At Risk / Lost
14166,506,2,256.85,1,2,1,121,4,At Risk / Lost
14167,40,8,1296.49,4,4,4,444,12,Best Customers
14168,421,2,370.45,1,2,2,122,5,At Risk / Lost
14169,431,2,576.58,1,2,2,122,5,At Risk / Lost
14170,376,3,559.43,2,3,2,232,7,Regular
14171,99,2,498.79,3,2,2,322,7,Regular
14172,606,3,385.77,1,3,2,132,6,Regular
14173,11,6,569.05,5,4,2,542,11,Loyal/Valuable
14174,34,1,134.46,4,1,1,411,6,Regular
14175,60,8,7424.63,3,4,5,345,12,Best Customers
14176,298,5,916.01,2,4,3,243,9,Loyal/Valuable
14177,87,13,2229.34,3,5,4,354,12,Best Customers
14178,9,7,1620.93,5,4,4,544,13,Best Customers
14179,41,2,719.78,4,2,3,423,9,Loyal/Valuable
14180,11,33,4969.8,5,5,5,555,15,Best Customers
14181,411,2,310.55,1,2,2,122,5,At Risk / Lost
14182,444,4,678.77,1,3,3,133,7,Regular
14183,412,2,286.29,1,2,2,122,5,At Risk / Lost
14184,67,1,452.89,3,1,2,312,6,Regular
14185,332,1,32.65,2,1,1,211,4,At Risk / Lost
14186,428,5,1550.63,1,4,4,144,9,Loyal/Valuable
14187,474,1,123.5,1,1,1,111,3,At Risk / Lost
14188,31,6,2054.36,4,4,4,444,12,Best Customers
14189,3,16,5686.64,5,5,5,555,15,Best Customers
14191,2,15,4817.66,5,5,5,555,15,Best Customers
14192,389,1,293.74,2,1,2,212,5,At Risk / Lost
14193,68,3,1210.19,3,3,4,334,10,Loyal/Valuable
14194,5,36,18567.44,5,5,5,555,15,Best Customers
14195,202,6,2615.6,2,4,4,244,10,Loyal/Valuable
14196,107,1,335.52,3,1,2,312,6,Regular
14197,411,1,373.1,1,1,2,112,4,At Risk / Lost
14198,19,9,1519.83,5,5,4,554,14,Best Customers
14199,219,4,1091.7,2,3,3,233,8,Regular
14200,618,1,379.2,1,1,2,112,4,At Risk / Lost
14201,61,10,1193.54,3,5,3,353,11,Loyal/Valuable
14202,382,3,585.36,2,3,2,232,7,Regular
14203,398,1,339.34,2,1,2,212,5,At Risk / Lost
14204,3,4,1062.96,5,3,3,533,11,Loyal/Valuable
14205,17,9,2414.2,5,5,4,554,14,Best Customers
14206,240,3,1185.01,2,3,3,233,8,Regular
14207,688,1,157.8,1,1,1,111,3,At Risk / Lost
14208,95,2,567.05,3,2,2,322,7,Regular
14209,11,15,4811.72,5,5,5,555,15,Best Customers
14210,106,16,5844.57,3,5,5,355,13,Best Customers
14211,54,18,4402.29,4,5,5,455,14,Best Customers
14212,90,2,2190.14,3,2,4,324,9,Loyal/Valuable
14213,405,1,1192.2,2,1,3,213,6,Regular
14214,31,5,970.48,4,4,3,443,11,Loyal/Valuable
14215,12,9,3285.58,5,5,5,555,15,Best Customers
14216,4,5,2110.04,5,4,4,544,13,Best Customers
14217,2,23,3275.29,5,5,5,555,15,Best Customers
14218,43,1,169.48,4,1,1,411,6,Regular
14219,5,3,633.83,5,3,3,533,11,Loyal/Valuable
14220,248,4,1515.0,2,3,4,234,9,Loyal/Valuable
14221,43,17,6438.99,4,5,5,455,14,Best Customers
14222,178,1,683.17,3,1,3,313,7,Regular
14223,93,3,991.13,3,3,3,333,9,Loyal/Valuable
14224,111,9,1666.2,3,5,4,354,12,Best Customers
14225,435,4,2037.02,1,3,4,134,8,Regular
14226,30,5,2968.63,4,4,5,445,13,Best Customers
14227,27,15,6368.71,4,5,5,455,14,Best Customers
14228,438,3,705.55,1,3,3,133,7,Regular
14229,52,7,2494.29,4,4,4,444,12,Best Customers
14230,436,3,979.8,1,3,3,133,7,Regular
14231,184,4,1155.72,3,3,3,333,9,Loyal/Valuable
14232,43,5,2048.07,4,4,4,444,12,Best Customers
14233,50,7,2904.27,4,4,4,444,12,Best Customers
14234,23,4,775.46,4,3,3,433,10,Loyal/Valuable
14235,76,9,4717.99,3,5,5,355,13,Best Customers
14236,81,5,1744.64,3,4,4,344,11,Loyal/Valuable
14237,374,2,564.34,2,2,2,222,6,Regular
14238,327,3,434.23,2,3,2,232,7,Regular
14239,44,21,4229.27,4,5,5,455,14,Best Customers
14240,31,3,1228.54,4,3,4,434,11,Loyal/Valuable
14241,184,2,333.7,3,2,2,322,7,Regular
14242,235,2,280.55,2,2,1,221,5,At Risk / Lost
14243,9,17,7273.5,5,5,5,555,15,Best Customers
14244,661,1,366.42,1,1,2,112,4,At Risk / Lost
14245,220,2,1693.45,2,2,4,224,8,Regular
14246,111,3,1474.06,3,3,4,334,10,Loyal/Valuable
14247,279,5,772.66,2,4,3,243,9,Loyal/Valuable
14248,319,3,1032.95,2,3,3,233,8,Regular
14249,411,12,5510.71,1,5,5,155,11,Loyal/Valuable
14250,8,3,1904.05,5,3,4,534,12,Best Customers
14251,2,5,2879.7,5,4,4,544,13,Best Customers
14252,382,1,130.99,2,1,1,211,4,At Risk / Lost
14253,494,2,363.4,1,2,2,122,5,At Risk / Lost
14254,433,1,601.03,1,1,2,112,4,At Risk / Lost
14256,261,5,2435.09,2,4,4,244,10,Loyal/Valuable
14257,65,9,5918.5,3,5,5,355,13,Best Customers
14258,10,25,32051.34,5,5,5,555,15,Best Customers
14259,142,1,120.0,3,1,1,311,5,At Risk / Lost
14260,472,3,807.33,1,3,3,133,7,Regular
14261,51,2,1163.45,4,2,3,423,9,Loyal/Valuable
14262,9,8,2618.23,5,4,4,544,13,Best Customers
14263,424,1,322.93,1,1,2,112,4,At Risk / Lost
14264,155,6,1441.51,3,4,4,344,11,Loyal/Valuable
14265,110,4,1339.45,3,3,4,334,10,Loyal/Valuable
14266,429,1,40.56,1,1,1,111,3,At Risk / Lost
14267,163,3,1516.24,3,3,4,334,10,Loyal/Valuable
14268,471,1,354.85,1,1,2,112,4,At Risk / Lost
14269,440,1,295.73,1,1,2,112,4,At Risk / Lost
14270,332,1,492.65,2,1,2,212,5,At Risk / Lost
14271,226,2,219.13,2,2,1,221,5,At Risk / Lost
14272,74,4,920.81,3,3,3,333,9,Loyal/Valuable
14273,52,4,559.97,4,3,2,432,9,Loyal/Valuable
14274,687,1,256.6,1,1,1,111,3,At Risk / Lost
14275,396,6,1189.38,2,4,3,243,9,Loyal/Valuable
14276,99,7,2102.68,3,4,4,344,11,Loyal/Valuable
14277,16,8,16667.76,5,4,5,545,14,Best Customers
14278,410,1,205.83,2,1,1,211,4,At Risk / Lost
14279,521,2,191.86,1,2,1,121,4,At Risk / Lost
14280,197,1,134.04,2,1,1,211,4,At Risk / Lost
14281,409,1,245.15,2,1,1,211,4,At Risk / Lost
14282,4,25,7849.66,5,5,5,555,15,Best Customers
14283,464,4,628.44,1,3,3,133,7,Regular
14284,31,3,1282.7,4,3,4,434,11,Loyal/Valuable
14285,22,8,3267.47,4,4,5,445,13,Best Customers
14286,24,7,8479.76,4,4,5,445,13,Best Customers
14287,9,3,176.63,5,3,1,531,9,Loyal/Valuable
14288,214,1,426.6,2,1,2,212,5,At Risk / Lost
14289,9,6,911.26,5,4,3,543,12,Best Customers
14290,12,8,4476.61,5,4,5,545,14,Best Customers
14291,2,23,7804.4,5,5,5,555,15,Best Customers
14292,8,16,9192.35,5,5,5,555,15,Best Customers
14293,4,9,3217.08,5,5,5,555,15,Best Customers
14294,408,1,375.34,2,1,2,212,5,At Risk / Lost
14295,41,5,2362.91,4,4,4,444,12,Best Customers
14296,422,2,456.4,1,2,2,122,5,At Risk / Lost
14297,18,4,1305.33,5,3,4,534,12,Best Customers
14298,9,81,90923.64,5,5,5,555,15,Best Customers
14299,9,27,14451.64,5,5,5,555,15,Best Customers
14300,19,1,43.2,5,1,1,511,7,Regular
14301,118,4,1992.18,3,3,4,334,10,Loyal/Valuable
14302,431,3,742.9,1,3,3,133,7,Regular
14303,408,2,277.94,2,2,1,221,5,At Risk / Lost
14304,223,3,1709.06,2,3,4,234,9,Loyal/Valuable
14305,72,3,1843.96,3,3,4,334,10,Loyal/Valuable
14306,52,6,3151.4,4,4,5,445,13,Best Customers
14307,89,10,5020.18,3,5,5,355,13,Best Customers
14309,9,11,3763.86,5,5,5,555,15,Best Customers
14310,433,1,492.1,1,1,2,112,4,At Risk / Lost
14311,243,2,516.45,2,2,2,222,6,Regular
14312,47,11,2949.54,4,5,5,455,14,Best Customers
14314,107,2,229.8,3,2,1,321,6,Regular
14315,45,8,3111.02,4,4,5,445,13,Best Customers
14316,423,5,1370.34,1,4,4,144,9,Loyal/Valuable
14317,65,1,508.58,3,1,2,312,6,Regular
14318,461,1,158.02,1,1,1,111,3,At Risk / Lost
14319,425,1,494.85,1,1,2,112,4,At Risk / Lost
14320,207,5,1306.85,2,4,4,244,10,Loyal/Valuable
14321,11,7,2201.11,5,4,4,544,13,Best Customers
14322,430,4,474.1,1,3,2,132,6,Regular
14323,115,2,605.06,3,2,3,323,8,Regular
14324,410,2,701.61,2,2,3,223,7,Regular
14325,570,1,245.48,1,1,1,111,3,At Risk / Lost
14326,243,3,940.98,2,3,3,233,8,Regular
14327,164,6,1894.93,3,4,4,344,11,Loyal/Valuable
14329,18,15,9600.07,5,5,5,555,15,Best Customers
14330,624,1,200.63,1,1,1,111,3,At Risk / Lost
14331,125,2,462.66,3,2,2,322,7,Regular
14332,23,5,1943.51,4,4,4,444,12,Best Customers
14333,68,1,415.2,3,1,2,312,6,Regular
14334,17,12,4318.48,5,5,5,555,15,Best Customers
14335,17,2,468.26,5,2,2,522,9,Loyal/Valuable
14336,17,4,1614.91,5,3,4,534,12,Best Customers
14338,162,3,928.1,3,3,3,333,9,Loyal/Valuable
14339,243,2,620.27,2,2,3,223,7,Regular
14340,219,1,134.7,2,1,1,211,4,At Risk / Lost
14341,46,18,4433.42,4,5,5,455,14,Best Customers
14342,22,6,901.49,4,4,3,443,11,Loyal/Valuable
14343,422,4,1088.91,1,3,3,133,7,Regular
14344,128,20,3293.75,3,5,5,355,13,Best Customers
14345,39,1,108.98,4,1,1,411,6,Regular
14346,121,5,2230.75,3,4,4,344,11,Loyal/Valuable
14347,737,1,82.6,1,1,1,111,3,At Risk / Lost
14348,261,1,409.57,2,1,2,212,5,At Risk / Lost
14349,11,1,133.5,5,1,1,511,7,Regular
14350,275,3,896.18,2,3,3,233,8,Regular
14351,165,1,51.0,3,1,1,311,5,At Risk / Lost
14352,158,4,1047.06,3,3,3,333,9,Loyal/Valuable
14353,216,3,376.5,2,3,2,232,7,Regular
14354,6,2,163.62,5,2,1,521,8,Regular
14355,366,3,1014.45,2,3,3,233,8,Regular
14356,80,2,701.23,3,2,3,323,8,Regular
14357,44,1,225.77,4,1,1,411,6,Regular
14358,390,2,400.06,2,2,2,222,6,Regular
14359,20,3,895.23,5,3,3,533,11,Loyal/Valuable
14360,32,4,2009.88,4,3,4,434,11,Loyal/Valuable
14361,579,1,214.71,1,1,1,111,3,At Risk / Lost
14362,23,1,161.2,4,1,1,411,6,Regular
14363,403,2,227.47,2,2,1,221,5,At Risk / Lost
14364,109,8,3717.35,3,4,5,345,12,Best Customers
14365,395,2,634.68,2,2,3,223,7,Regular
14366,526,1,136.0,1,1,1,111,3,At Risk / Lost
14367,9,16,9261.52,5,5,5,555,15,Best Customers
14368,320,1,155.0,2,1,1,211,4,At Risk / Lost
14369,643,2,469.13,1,2,2,122,5,At Risk / Lost
14370,451,6,843.63,1,4,3,143,8,Regular
14371,296,1,100.5,2,1,1,211,4,At Risk / Lost
14372,444,2,860.08,1,2,3,123,6,Regular
14373,359,1,51.6,2,1,1,211,4,At Risk / Lost
14374,542,1,92.05,1,1,1,111,3,At Risk / Lost
14375,186,3,1073.14,3,3,3,333,9,Loyal/Valuable
14376,684,1,215.46,1,1,1,111,3,At Risk / Lost
14377,192,2,561.15,2,2,2,222,6,Regular
14378,622,1,131.25,1,1,1,111,3,At Risk / Lost
14379,45,4,1165.16,4,3,3,433,10,Loyal/Valuable
14381,53,2,631.34,4,2,3,423,9,Loyal/Valuable
14382,27,2,1230.85,4,2,4,424,10,Loyal/Valuable
14383,39,3,1247.69,4,3,4,434,11,Loyal/Valuable
14384,501,1,58.5,1,1,1,111,3,At Risk / Lost
14385,10,3,202.11,5,3,1,531,9,Loyal/Valuable
14386,297,1,142.4,2,1,1,211,4,At Risk / Lost
14387,33,3,1687.36,4,3,4,434,11,Loyal/Valuable
14388,11,16,6701.0,5,5,5,555,15,Best Customers
14389,66,5,1898.01,3,4,4,344,11,Loyal/Valuable
14390,11,13,6359.88,5,5,5,555,15,Best Customers
14391,577,1,135.6,1,1,1,111,3,At Risk / Lost
14392,433,1,266.4,1,1,1,111,3,At Risk / Lost
14393,219,1,67.95,2,1,1,211,4,At Risk / Lost
14394,565,1,93.8,1,1,1,111,3,At Risk / Lost
14395,3,20,8208.01,5,5,5,555,15,Best Customers
14396,66,7,2121.93,3,4,4,344,11,Loyal/Valuable
14397,3,19,2612.96,5,5,4,554,14,Best Customers
14398,402,2,707.79,2,2,3,223,7,Regular
14399,395,8,2113.16,2,4,4,244,10,Loyal/Valuable
14400,150,3,1732.47,3,3,4,334,10,Loyal/Valuable
14401,5,22,6795.9,5,5,5,555,15,Best Customers
14402,653,1,285.6,1,1,2,112,4,At Risk / Lost
14403,131,6,1880.51,3,4,4,344,11,Loyal/Valuable
14404,34,13,2785.26,4,5,4,454,13,Best Customers
14405,387,1,195.0,2,1,1,211,4,At Risk / Lost
14406,120,1,156.75,3,1,1,311,5,At Risk / Lost
14407,108,5,2057.98,3,4,4,344,11,Loyal/Valuable
14408,11,11,4109.77,5,5,5,555,15,Best Customers
14409,72,9,3720.14,3,5,5,355,13,Best Customers
14410,93,11,2651.14,3,5,4,354,12,Best Customers
14411,311,1,1063.0,2,1,3,213,6,Regular
14412,43,3,1426.19,4,3,4,434,11,Loyal/Valuable
14413,363,3,427.57,2,3,2,232,7,Regular
14414,92,8,2211.78,3,4,4,344,11,Loyal/Valuable
14415,2,23,11987.8,5,5,5,555,15,Best Customers
14416,23,2,490.22,4,2,2,422,8,Regular
14417,388,1,604.2,2,1,3,213,6,Regular
14418,4,3,1897.3,5,3,4,534,12,Best Customers
